,FFP_DATE,LAST_TO_END,FLIGHT_COUNT,SEG_KM_SUM,LOAD_TIME,avg_discount
36,2005/02/13,34,24,189813,2014/03/31,1.087220053
37,2006/03/30,125,54,141012,2014/03/31,1.462104927
38,2007/05/08,1,166,229303,2014/03/31,0.890172305
39,2009/02/27,34,81,140819,2014/03/31,1.4291794430000002
40,2006/04/25,2,98,137876,2014/03/31,1.458541443
41,2011/01/18,3,35,201141,2014/03/31,0.9985545459999999
42,2007/01/04,3,95,140803,2014/03/31,1.3969850069999998
43,2010/05/04,13,46,256766,2014/03/31,0.764737193
44,2004/12/04,38,54,160825,2014/03/31,1.20853437
45,2010/12/11,22,21,185493,2014/03/31,1.029507529
46,2012/07/13,1,110,187588,2014/03/31,1.015978367
47,2006/07/16,7,134,140356,2014/03/31,1.356053179
48,2005/01/26,2,107,135811,2014/03/31,1.3989924230000002
49,2010/07/15,304,70,219282,2014/03/31,0.863479447
50,2008/05/21,1,189,235687,2014/03/31,0.802633323
51,2012/01/08,4,87,132283,2014/03/31,1.4251770069999998
52,2006/11/18,11,29,211369,2014/03/31,0.8888699859999999
53,2007/12/10,1,48,130135,2014/03/31,1.408197795
54,2007/07/06,1,68,135374,2014/03/31,1.349375212
55,2004/12/03,4,111,216560,2014/03/31,0.828452854
56,2007/11/26,22,69,131660,2014/03/31,1.3549435669999998
57,2008/02/02,4,126,204371,2014/03/31,0.867522349
58,2004/12/28,15,55,153868,2014/03/31,1.1460005979999999
59,2005/01/26,21,76,214921,2014/03/31,0.819187329
60,2005/02/17,15,68,127335,2014/03/31,1.380410335
61,2004/11/19,1,77,136121,2014/03/31,1.2880183809999999
62,2010/06/09,6,84,186821,2014/03/31,0.9380310559999999
63,2011/05/14,14,96,204612,2014/03/31,0.848239546
64,2010/05/28,8,30,164001,2014/03/31,1.0572572120000001
65,2005/08/13,19,85,121097,2014/03/31,1.4261062619999998
66,2007/11/15,88,32,182563,2014/03/31,0.9446501209999999
67,2010/07/10,19,34,170121,2014/03/31,1.0136699759999999
68,2010/10/30,1,197,275800,2014/03/31,0.620507614
69,2008/12/14,7,30,184194,2014/03/31,0.928504294
70,2012/08/15,62,18,209911,2014/03/31,0.8118710790000001
71,2009/10/19,19,64,137636,2014/03/31,1.236256939
72,2011/12/21,4,149,219108,2014/03/31,0.774487057
73,2007/11/18,13,61,143186,2014/03/31,1.183962818
74,2010/10/13,36,36,209839,2014/03/31,0.8061770690000001
75,2010/08/14,22,22,170406,2014/03/31,0.992454374
76,2013/03/15,29,23,169224,2014/03/31,0.995539285
77,2011/06/09,18,16,163191,2014/03/31,1.019520072
78,2010/10/26,8,102,140220,2014/03/31,1.1793689920000001
79,2005/10/21,6,81,159255,2014/03/31,1.034587737
80,2012/06/29,6,30,208687,2014/03/31,0.782406571
81,2006/07/13,12,127,170611,2014/03/31,0.956332827
82,2008/09/19,2,56,116728,2014/03/31,1.394863786
83,2012/04/25,1,79,208797,2014/03/31,0.777341772
84,2005/02/17,9,97,155881,2014/03/31,1.036667137
85,2004/11/18,2,158,205159,2014/03/31,0.784701427
86,2006/05/08,7,64,115300,2014/03/31,1.3912993059999998
87,2010/07/03,13,51,137500,2014/03/31,1.165835855
88,2007/06/28,144,29,157056,2014/03/31,1.0178590440000002
89,2007/10/05,1,69,114077,2014/03/31,1.3874902919999998
90,2008/06/13,15,88,122619,2014/03/31,1.281481989
91,2011/01/31,15,42,162453,2014/03/31,0.9660694479999999
92,2007/01/26,10,129,109813,2014/03/31,1.429138536
93,2006/11/28,14,67,123464,2014/03/31,1.265322199
94,2010/04/13,53,12,146784,2014/03/31,1.059166667
95,2004/11/26,4,100,162250,2014/03/31,0.952273652
96,2005/09/23,11,69,118726,2014/03/31,1.297050351
97,2011/04/14,34,17,125349,2014/03/31,1.226505277
98,2004/11/11,9,12,146784,2014/03/31,1.046666667
99,2012/04/27,4,54,144562,2014/03/31,1.053910364
100,2008/07/28,21,79,123985,2014/03/31,1.228445376
101,2008/09/08,5,87,105119,2014/03/31,1.4454897780000002
102,2012/04/28,17,53,144682,2014/03/31,1.046215562
103,2007/01/03,17,92,134823,2014/03/31,1.1183160890000001
104,2010/05/26,11,48,150537,2014/03/31,1.001144569
105,2005/10/22,3,90,108184,2014/03/31,1.390945611
106,2009/01/18,9,56,104663,2014/03/31,1.435274261
107,2005/04/05,4,146,191328,2014/03/31,0.7832398290000001
108,2011/09/14,15,35,167150,2014/03/31,0.894261083
109,2011/10/09,63,33,174046,2014/03/31,0.85318887
110,2005/08/26,7,142,177357,2014/03/31,0.835532119
111,2010/11/17,44,31,204438,2014/03/31,0.723434195
112,2006/11/28,29,53,102999,2014/03/31,1.434114409
113,2007/05/31,14,21,159605,2014/03/31,0.9251142509999999
114,2012/06/07,27,16,195712,2014/03/31,0.75375
115,2004/11/25,3,85,155704,2014/03/31,0.9461749220000001
116,2004/11/24,22,71,119961,2014/03/31,1.225504039
117,2008/08/23,2,130,167593,2014/03/31,0.873661907
118,2010/05/07,4,89,149557,2014/03/31,0.9780682279999999
119,2005/07/29,11,83,103087,2014/03/31,1.411593411
120,2004/12/02,2,99,162215,2014/03/31,0.8969661870000001
121,2005/03/16,27,40,198627,2014/03/31,0.731685018
122,2008/05/30,11,52,99524,2014/03/31,1.458000784
123,2005/12/29,10,65,119794,2014/03/31,1.210876087
124,2005/04/23,3,34,151642,2014/03/31,0.951756044
125,2006/08/14,6,83,149993,2014/03/31,0.9607655690000001
126,2011/11/14,24,65,109089,2014/03/31,1.318943707
127,2012/12/20,23,18,146238,2014/03/31,0.982511386
128,2007/06/08,4,66,102689,2014/03/31,1.39722054
129,2006/04/17,2,52,105167,2014/03/31,1.3569867919999998
130,2011/03/15,38,27,182561,2014/03/31,0.780547269
131,2004/11/30,1,193,209912,2014/03/31,0.6756097790000001
132,2012/06/26,6,65,184730,2014/03/31,0.764
133,2012/04/11,59,14,144708,2014/03/31,0.97367319
134,2009/10/19,11,24,213058,2014/03/31,0.658633893
135,2010/10/09,17,89,177556,2014/03/31,0.787337009
136,2008/06/20,8,57,98104,2014/03/31,1.42497258
137,2009/11/13,12,101,140188,2014/03/31,0.996902945
138,2013/03/03,16,19,155552,2014/03/31,0.897522308
139,2006/06/29,24,95,140931,2014/03/31,0.988949912
140,2008/04/01,7,85,97855,2014/03/31,1.423453171
141,2004/11/24,22,108,169746,2014/03/31,0.8176859540000001
142,2004/11/26,4,64,97250,2014/03/31,1.426656247
143,2005/04/02,3,113,204853,2014/03/31,0.6743815809999999
144,2009/08/27,1,31,95766,2014/03/31,1.438600025
145,2005/11/16,5,79,129119,2014/03/31,1.065611103
146,2012/05/02,17,109,163010,2014/03/31,0.843554751
147,2009/03/29,18,19,201613,2014/03/31,0.681331859
148,2009/06/04,25,120,172352,2014/03/31,0.7902875509999999
149,2006/04/15,1,45,116917,2014/03/31,1.154155854
150,2007/05/08,135,19,136374,2014/03/31,0.9889101290000001
151,2010/05/27,184,22,135717,2014/03/31,0.993493225
152,2009/12/27,15,80,105118,2014/03/31,1.277942503
153,2006/12/25,6,82,106666,2014/03/31,1.255920537
154,2010/08/08,12,90,179472,2014/03/31,0.744693267
155,2010/08/06,157,17,143287,2014/03/31,0.9319913879999999
156,2006/09/15,9,39,97116,2014/03/31,1.3747245559999999
157,2008/05/05,11,102,102961,2014/03/31,1.295748779
158,2004/11/24,11,90,158149,2014/03/31,0.8431856670000001
159,2005/01/22,7,125,176585,2014/03/31,0.75433474
160,2007/02/07,23,77,94142,2014/03/31,1.414713624
161,2004/12/07,6,79,157844,2014/03/31,0.843179595
162,2006/11/09,13,116,165365,2014/03/31,0.802227557
163,2011/01/19,15,58,91515,2014/03/31,1.448642081
164,2006/07/23,8,109,144321,2014/03/31,0.914492693
165,2006/07/10,9,180,182540,2014/03/31,0.720028487
166,2010/01/13,1,103,218087,2014/03/31,0.602317149
167,2005/01/19,8,107,155834,2014/03/31,0.841613512
168,2011/03/30,121,14,125796,2014/03/31,1.040394289
169,2010/02/12,2,149,155588,2014/03/31,0.836742487
170,2011/09/13,49,76,94185,2014/03/31,1.3801774169999999
171,2007/02/10,3,55,94577,2014/03/31,1.3695237740000001
172,2011/09/21,4,80,92022,2014/03/31,1.407186108
173,2005/01/23,16,40,139742,2014/03/31,0.926317142
174,2006/01/15,7,142,183472,2014/03/31,0.702883928
175,2013/03/16,23,14,126850,2014/03/31,1.016463224
176,2011/02/25,30,24,125340,2014/03/31,1.026238631
177,2011/05/12,18,13,126495,2014/03/31,1.014545871
178,2006/12/06,2,85,151736,2014/03/31,0.843447435
179,2005/03/02,3,68,117537,2014/03/31,1.085817147
180,2005/03/31,8,116,161730,2014/03/31,0.786706177
181,2012/04/09,2,123,89350,2014/03/31,1.419099832
182,2007/04/04,17,47,91018,2014/03/31,1.389867279
183,2010/08/08,95,14,123662,2014/03/31,1.022610665
184,2006/06/20,107,49,90602,2014/03/31,1.394936204
185,2005/05/27,2,86,157799,2014/03/31,0.799002655
186,2008/02/18,11,60,106278,2014/03/31,1.182681834
187,2005/07/24,4,110,166843,2014/03/31,0.7509068409999999
188,2010/08/10,179,15,183480,2014/03/31,0.681333333
189,2005/03/20,2,67,119347,2014/03/31,1.046676247
190,2010/02/13,1,51,99034,2014/03/31,1.259950118
191,2010/05/17,69,74,96520,2014/03/31,1.289827497
192,2010/09/18,27,12,121632,2014/03/31,1.023333333
193,2009/11/01,6,59,85171,2014/03/31,1.461263576
194,2009/08/27,18,120,176951,2014/03/31,0.701123814
195,2008/09/02,3,60,88428,2014/03/31,1.40060309
196,2006/06/05,1,57,90553,2014/03/31,1.3667442269999999
197,2011/12/18,57,43,195034,2014/03/31,0.631640227
198,2008/04/20,2,113,151060,2014/03/31,0.81511929
199,2005/05/01,23,42,165589,2014/03/31,0.743348652
200,2005/04/27,16,58,94554,2014/03/31,1.299097235
201,2005/10/12,30,16,184227,2014/03/31,0.66544855
202,2004/11/23,18,122,180074,2014/03/31,0.68017726
203,2005/05/29,6,72,91164,2014/03/31,1.343311285
204,2009/11/13,10,113,121394,2014/03/31,1.008554047
205,2005/08/02,2,77,157206,2014/03/31,0.7772353470000001
206,2008/12/13,10,57,91658,2014/03/31,1.332451177
207,2012/01/04,13,16,115401,2014/03/31,1.057235119
208,2009/05/08,9,77,151637,2014/03/31,0.803643702
209,2005/01/20,3,88,117157,2014/03/31,1.039534044
210,2007/05/27,51,13,137604,2014/03/31,0.884236795
211,2005/05/20,3,124,113615,2014/03/31,1.0701947809999999
212,2005/11/17,31,69,147549,2014/03/31,0.823818121
213,2008/02/26,1,66,86430,2014/03/31,1.406350341
214,2010/12/01,102,26,178921,2014/03/31,0.6793056709999999
215,2009/08/01,4,59,94946,2014/03/31,1.273062688
216,2007/06/04,1,125,189177,2014/03/31,0.6379945770000001
217,2009/03/14,11,97,171544,2014/03/31,0.701652637
218,2006/01/25,3,57,144505,2014/03/31,0.832500467
219,2011/01/04,5,64,262290,2014/03/31,0.457967364
220,2004/12/24,114,49,88903,2014/03/31,1.3509114430000002
221,2007/09/17,2,58,84353,2014/03/31,1.423312271
222,2005/04/06,5,136,145540,2014/03/31,0.82433441
223,2010/12/17,4,68,148879,2014/03/31,0.8048453440000001
224,2008/02/11,4,71,180226,2014/03/31,0.664729007
225,2006/11/01,16,116,130636,2014/03/31,0.9163108940000001
226,2007/05/28,1,110,172640,2014/03/31,0.6930268190000001
227,2008/07/21,12,105,145253,2014/03/31,0.823284201
228,2009/03/03,21,52,83356,2014/03/31,1.433468257
229,2005/06/16,3,106,167199,2014/03/31,0.714441235
230,2005/04/17,178,11,112128,2014/03/31,1.065035317
231,2010/04/28,13,59,92635,2014/03/31,1.2839906079999999
232,2007/11/29,18,59,145433,2014/03/31,0.817583423
233,2006/01/16,26,83,94441,2014/03/31,1.2547285609999999
234,2012/05/08,317,10,122320,2014/03/31,0.966
235,2008/08/31,1,116,136228,2014/03/31,0.8661216490000001
236,2005/04/19,2,95,138873,2014/03/31,0.849043083
237,2011/08/20,6,79,151183,2014/03/31,0.7788971640000001
238,2006/03/28,7,76,86061,2014/03/31,1.367977249
239,2007/07/14,1,100,91727,2014/03/31,1.282347182
240,2004/11/20,1,107,165304,2014/03/31,0.7108682190000001
241,2006/02/02,290,25,109336,2014/03/31,1.074683178
242,2008/06/01,13,114,151625,2014/03/31,0.774562836
243,2010/03/10,9,57,84080,2014/03/31,1.3949203140000002
244,2007/01/09,22,76,119514,2014/03/31,0.98076627
245,2012/10/17,99,11,111496,2014/03/31,1.05
246,2006/04/11,30,43,94144,2014/03/31,1.240551283
247,2011/02/22,22,20,148827,2014/03/31,0.7845195429999999
248,2007/06/17,32,53,85000,2014/03/31,1.373478
249,2005/09/09,4,56,82981,2014/03/31,1.403768453
250,2011/09/28,2,84,140535,2014/03/31,0.827823318
251,2008/03/15,6,111,141864,2014/03/31,0.819703519
252,2011/05/30,18,109,126167,2014/03/31,0.921339098
253,2006/03/02,5,60,98083,2014/03/31,1.175007596
254,2010/07/25,3,61,161499,2014/03/31,0.713012031
255,2008/08/28,9,43,93447,2014/03/31,1.231469603
256,2006/12/07,5,149,157683,2014/03/31,0.724336929
257,2010/10/20,4,43,111807,2014/03/31,1.020765158
258,2010/04/25,83,56,114358,2014/03/31,0.9958276640000001
259,2005/11/15,3,94,109142,2014/03/31,1.0409337379999999
260,2005/08/30,13,84,139338,2014/03/31,0.811427392
261,2012/07/20,9,16,107047,2014/03/31,1.051401627
262,2006/01/24,17,128,131315,2014/03/31,0.856878118
263,2006/10/26,2,124,130776,2014/03/31,0.8600265340000001
264,2011/01/28,4,111,130622,2014/03/31,0.8591966129999999
265,2009/07/09,1,77,134838,2014/03/31,0.832180765
266,2006/04/02,22,42,77936,2014/03/31,1.4360421369999998
267,2009/11/02,1,124,160524,2014/03/31,0.695089955
268,2011/07/25,6,19,96503,2014/03/31,1.156085303
269,2010/08/28,45,53,134627,2014/03/31,0.828407972
270,2011/06/01,1,61,83245,2014/03/31,1.337276713
271,2009/12/12,1,17,105377,2014/03/31,1.0563960829999999
272,2011/08/28,4,48,119036,2014/03/31,0.9347252090000001
273,2006/10/13,22,26,94249,2014/03/31,1.178456641
274,2006/03/11,31,43,79426,2014/03/31,1.3955870869999998
275,2009/08/07,61,87,115134,2014/03/31,0.962306964
276,2010/05/22,1,114,124499,2014/03/31,0.889901525
277,2010/02/19,20,54,75651,2014/03/31,1.462917873
278,2009/12/09,20,68,163454,2014/03/31,0.676618926
279,2007/09/28,6,112,134757,2014/03/31,0.82046172
280,2008/10/12,13,73,163958,2014/03/31,0.6731207379999999
281,2007/06/12,38,49,80641,2014/03/31,1.3682818909999999
282,2012/08/22,2,40,127004,2014/03/31,0.868515165
283,2005/03/16,5,82,135413,2014/03/31,0.81353969
284,2009/01/17,1,154,129582,2014/03/31,0.8481413309999999
285,2005/11/17,13,58,145294,2014/03/31,0.7557019559999999
286,2008/08/12,2,52,97731,2014/03/31,1.120337764
287,2010/11/10,8,43,78765,2014/03/31,1.388142957
288,2009/02/09,4,105,138593,2014/03/31,0.7888733920000001
289,2006/01/10,4,97,116461,2014/03/31,0.93836632
290,2010/06/09,112,17,121870,2014/03/31,0.896000164
291,2010/02/26,59,32,77106,2014/03/31,1.416159832
292,2010/05/31,5,37,119320,2014/03/31,0.9142707840000001
293,2006/03/31,5,86,159612,2014/03/31,0.682643911
294,2012/03/17,13,62,139995,2014/03/31,0.778110575
295,2010/12/16,11,67,127081,2014/03/31,0.856602875
296,2006/06/29,8,84,129836,2014/03/31,0.837625235
297,2009/01/15,8,117,132853,2014/03/31,0.8163014759999999
298,2009/06/10,2,122,129272,2014/03/31,0.837572715
299,2006/05/04,24,87,131029,2014/03/31,0.82610529
300,2009/01/20,2,73,75413,2014/03/31,1.4347562090000001
301,2005/09/09,8,97,113939,2014/03/31,0.949395993
302,2010/02/23,5,93,150612,2014/03/31,0.7180637
303,2010/02/23,8,83,134621,2014/03/31,0.8017396990000001
304,2010/09/15,11,105,145865,2014/03/31,0.7375951740000001
305,2007/12/28,56,27,164336,2014/03/31,0.654476682
306,2005/12/21,31,24,110964,2014/03/31,0.968107765
307,2006/04/06,2,137,122439,2014/03/31,0.874927107
308,2012/09/02,22,57,90144,2014/03/31,1.187537496
309,2009/12/05,7,50,89115,2014/03/31,1.201031476
310,2011/05/27,8,45,139898,2014/03/31,0.765013009
311,2011/10/17,1,109,122024,2014/03/31,0.877036239
312,2009/12/15,18,46,80830,2014/03/31,1.32374168
313,2008/07/22,17,77,139876,2014/03/31,0.763144213
314,2006/10/01,5,60,154736,2014/03/31,0.689844509
315,2012/06/12,6,66,151383,2014/03/31,0.705022823
316,2007/04/03,4,77,144030,2014/03/31,0.74088551
317,2006/03/04,16,77,80208,2014/03/31,1.3258335829999999
318,2010/10/21,13,28,77108,2014/03/31,1.3789923219999998
319,2011/05/08,113,34,143761,2014/03/31,0.739229694
320,2007/06/11,9,62,141413,2014/03/31,0.751386294
321,2010/04/30,34,53,73717,2014/03/31,1.440717609
322,2011/09/18,4,37,72741,2014/03/31,1.4590118369999998
323,2007/02/10,65,94,126174,2014/03/31,0.839762709
324,2007/06/21,10,48,74411,2014/03/31,1.4236073969999998
325,2010/07/28,5,52,73647,2014/03/31,1.4306748409999999
326,2011/05/11,1,52,135689,2014/03/31,0.776371777
327,2005/11/02,33,59,127314,2014/03/31,0.827179729
328,2008/02/26,9,72,149171,2014/03/31,0.705943112
329,2008/05/19,13,47,76753,2014/03/31,1.37078264
330,2004/11/23,9,107,169750,2014/03/31,0.619739087
331,2011/07/11,23,96,136246,2014/03/31,0.7718554670000001
332,2012/04/18,5,132,151273,2014/03/31,0.694012613
333,2011/01/19,2,168,130985,2014/03/31,0.8006591590000001
334,2011/12/05,17,49,125237,2014/03/31,0.837061811
335,2004/12/02,136,12,103960,2014/03/31,1.00799115
336,2006/12/06,13,36,109695,2014/03/31,0.9543194309999999
337,2006/04/23,77,21,137610,2014/03/31,0.7606666670000001
338,2009/01/17,24,60,137654,2014/03/31,0.760252081
339,2004/11/26,33,84,117382,2014/03/31,0.8915401
340,2006/04/03,7,59,97219,2014/03/31,1.075326325
341,2006/04/16,1,118,139566,2014/03/31,0.746258043
342,2008/08/20,27,49,78417,2014/03/31,1.327684941
343,2012/08/28,4,74,113789,2014/03/31,0.91433425
344,2011/12/10,7,64,139827,2014/03/31,0.7440065220000001
345,2007/08/08,19,47,71121,2014/03/31,1.461826465
346,2006/11/08,1,46,71012,2014/03/31,1.462023883
347,2007/05/29,7,115,115562,2014/03/31,0.8967864
348,2010/10/02,13,28,72232,2014/03/31,1.4345135119999999
349,2010/06/25,351,12,100421,2014/03/31,1.029644795
350,2006/07/23,8,65,93221,2014/03/31,1.1075239479999999
351,2009/12/12,66,24,183418,2014/03/31,0.562442563
352,2008/08/08,4,50,135574,2014/03/31,0.7601155829999999
353,2007/04/25,5,98,141053,2014/03/31,0.728867305
354,2005/09/04,1,46,73338,2014/03/31,1.3989986090000002
355,2009/06/17,17,61,114031,2014/03/31,0.899280547
356,2011/11/10,84,28,82659,2014/03/31,1.238878525
357,2012/01/16,68,28,73852,2014/03/31,1.3861765419999998
358,2012/10/12,15,17,104641,2014/03/31,0.978310605
359,2006/05/18,1,51,72274,2014/03/31,1.416135816
360,2008/02/24,16,85,104969,2014/03/31,0.974864579
361,2006/01/25,2,128,147767,2014/03/31,0.69244581
362,2012/09/08,14,23,157186,2014/03/31,0.6506196479999999
363,2008/02/14,2,78,121231,2014/03/31,0.84343724
364,2009/01/05,1,67,135439,2014/03/31,0.754458243
365,2005/08/11,1,96,131739,2014/03/31,0.775295546
366,2011/04/03,20,118,143796,2014/03/31,0.7100688479999999
367,2012/07/15,48,86,128754,2014/03/31,0.792415925
368,2012/02/15,5,36,124032,2014/03/31,0.82250645
369,2009/07/01,83,10,99312,2014/03/31,1.025894957
370,2006/09/18,1,34,70486,2014/03/31,1.4433162609999999
371,2006/07/21,2,23,74910,2014/03/31,1.357742091
372,2007/02/01,5,76,138952,2014/03/31,0.7315326879999999
373,2009/12/26,19,45,145724,2014/03/31,0.696498655
374,2005/08/15,18,111,145458,2014/03/31,0.697522309
375,2006/04/14,25,47,82382,2014/03/31,1.230913428
376,2006/01/30,1,84,75766,2014/03/31,1.337146213
377,2005/03/27,1,134,116627,2014/03/31,0.8674246959999999
378,2006/03/27,3,46,130782,2014/03/31,0.7711733270000001
379,2004/11/01,6,96,135009,2014/03/31,0.746628299
380,2011/01/03,94,16,107690,2014/03/31,0.936013465
381,2005/06/22,11,83,133367,2014/03/31,0.7554607959999999
382,2005/09/03,3,93,109943,2014/03/31,0.91579564
383,2011/07/01,6,13,159016,2014/03/31,0.632307692
384,2012/10/13,2,36,113253,2014/03/31,0.886428351
385,2006/04/28,11,73,123568,2014/03/31,0.810458452
386,2012/01/14,1,98,76759,2014/03/31,1.3033094490000001
387,2006/05/05,3,116,140571,2014/03/31,0.7104835279999999
388,2005/04/26,17,61,81113,2014/03/31,1.230116011
389,2010/07/19,13,85,70965,2014/03/31,1.401901923
390,2007/05/16,10,48,68459,2014/03/31,1.453157218
391,2007/10/17,6,104,137698,2014/03/31,0.7217528940000001
392,2006/05/19,12,57,84129,2014/03/31,1.179321043
393,2006/04/13,9,43,130985,2014/03/31,0.757415506
394,2011/02/25,12,101,117880,2014/03/31,0.841051069
395,2007/10/30,2,69,141164,2014/03/31,0.7021256840000001
396,2007/10/31,5,71,70069,2014/03/31,1.413737887
397,2009/01/06,5,124,118049,2014/03/31,0.837548052
398,2007/11/16,18,86,89195,2014/03/31,1.10819519
399,2007/06/22,12,82,120536,2014/03/31,0.8186665390000001
400,2011/03/07,1,122,137879,2014/03/31,0.7144708040000001
401,2012/06/02,20,18,136876,2014/03/31,0.718332944
402,2005/02/08,22,39,70792,2014/03/31,1.3874498530000001
403,2010/07/01,4,83,112709,2014/03/31,0.870657357
404,2007/06/06,1,81,99888,2014/03/31,0.982403492
405,2008/09/23,34,66,111545,2014/03/31,0.8786453000000002
406,2005/03/16,41,46,71622,2014/03/31,1.365195471
407,2007/08/31,3,75,131146,2014/03/31,0.745084105
408,2005/01/28,79,69,126180,2014/03/31,0.7741921070000001
409,2009/09/03,10,45,68136,2014/03/31,1.432941764
410,2007/07/03,4,36,66829,2014/03/31,1.4604936480000001
411,2004/12/02,1,106,130691,2014/03/31,0.7464892759999999
412,2010/06/14,19,64,66612,2014/03/31,1.464381643
413,2011/09/01,6,61,132797,2014/03/31,0.7340983609999999
414,2012/08/26,1,67,123556,2014/03/31,0.788739195
415,2006/04/19,30,52,125190,2014/03/31,0.778333174
416,2011/03/21,13,21,138363,2014/03/31,0.704172358
417,2011/09/18,9,100,116315,2014/03/31,0.8364075999999999
418,2008/03/21,1,119,100147,2014/03/31,0.9713272490000001
419,2005/02/26,20,79,74503,2014/03/31,1.305487564
420,2009/08/27,4,101,118160,2014/03/31,0.822947613
421,2005/09/09,5,116,129478,2014/03/31,0.750052132
422,2011/04/09,85,42,74368,2014/03/31,1.3036952720000001
423,2005/04/09,3,82,126149,2014/03/31,0.7679306220000001
424,2005/10/07,11,96,134194,2014/03/31,0.72174598
425,2008/08/28,11,79,124218,2014/03/31,0.779597965
426,2006/03/17,4,133,143216,2014/03/31,0.675632052
427,2009/02/22,15,73,134897,2014/03/31,0.7170868140000001
428,2006/03/28,1,58,122349,2014/03/31,0.7904340040000001
429,2008/09/23,135,19,130168,2014/03/31,0.7423071720000001
430,2013/01/20,1,62,76356,2014/03/31,1.265360941
431,2007/11/17,5,46,67761,2014/03/31,1.425841856
432,2011/06/02,16,38,66550,2014/03/31,1.450518407
433,2010/07/21,23,65,112320,2014/03/31,0.858959758
434,2012/12/07,13,15,99645,2014/03/31,0.9681668920000001
435,2010/05/27,2,93,127824,2014/03/31,0.754275019
436,2008/10/20,6,13,147883,2014/03/31,0.6511630820000001
437,2007/12/03,4,60,118514,2014/03/31,0.811934708
438,2010/09/25,2,93,117159,2014/03/31,0.82114127
439,2011/11/25,15,83,134851,2014/03/31,0.712543548
440,2012/06/23,16,44,108388,2014/03/31,0.8862730190000001
441,2005/09/08,8,62,112125,2014/03/31,0.855358305
442,2010/11/10,2,89,78410,2014/03/31,1.221743017
443,2005/02/28,2,78,121245,2014/03/31,0.789605839
444,2007/04/17,26,39,70142,2014/03/31,1.3639718
445,2009/09/13,14,101,102834,2014/03/31,0.9299381529999999
446,2010/01/02,17,44,65769,2014/03/31,1.452790676
447,2009/08/26,32,31,69453,2014/03/31,1.375394871
448,2009/07/15,7,75,122158,2014/03/31,0.781846052
449,2007/06/12,18,93,106705,2014/03/31,0.894763601
450,2010/04/01,20,54,71496,2014/03/31,1.33526505
451,2005/09/20,18,73,76834,2014/03/31,1.2420329540000001
452,2005/04/06,2,70,98334,2014/03/31,0.969874916
453,2008/03/13,14,36,102876,2014/03/31,0.9265317470000001
454,2008/01/10,5,45,67936,2014/03/31,1.4012784090000001
455,2008/10/16,14,97,66431,2014/03/31,1.4327861990000001
456,2009/10/20,10,107,132823,2014/03/31,0.715139321
457,2008/03/03,8,123,111589,2014/03/31,0.8507229209999999
458,2011/08/06,29,38,67361,2014/03/31,1.408719882
459,2007/04/19,13,98,129338,2014/03/31,0.7335678609999999
460,2007/08/07,7,33,65345,2014/03/31,1.4518301319999998
461,2008/11/08,6,39,68043,2014/03/31,1.393603751
462,2010/09/20,8,72,73670,2014/03/31,1.286411022
463,2010/10/14,6,83,126476,2014/03/31,0.7490311209999999
